datefield,publisher,title,edition,place,issuance,first_pdf,number_volumes,identifier,fulltext_filename,type,genre
1897.0,Boosey & Co.,"Diarmid. Grand opera ... founded on heroic Celtic legends, etc",,London,monographic,lsidyv3509072e,1,000585701,000585701_01_text.json,opera,Music
1869.0,Longmans & Co.,"History of Grant's Campaign for the capture of Richmond, 1864-1865, with an outline of the previous course of the American Civil War",,London,monographic,lsidyv38cfd1aa,1,000595792,000595792_01_text.json,story,Prose
1826.0,Edward Baines,"Modern Canvassing, or, Popery and No Popery. [A dialogue between an agent and a freeholder.]",,Leeds,monographic,lsidyv35ccfdd6,1,000597540,000597540_01_text.json,opera,Music
1898.0,,"Notes on Chromic Iron Ore: its modes of occurrence, mining, dressing, uses and value; with a register of New South Wales localities",,Sydney,monographic,lsidyv3c334635,1,000610432,000610432_01_text.json,ode,Poetry
1884.0,Field & Tuer,The Emperor's Wish. A play in five acts. [In verse.],,London,monographic,lsidyv35e8ce1c,1,000621677,000621677_01_text.json,play,Drama
1892.0,Cassell & Co.,Anthea. A true story of the Greek War of Independence,,London,monographic,lsidyv38e6a194,1,000626199,000626199_01_text.json,story,Prose
1856.0,John Murray,"Correspondence of Lieut.-General the Hon. Sir George Cathcart, K.C.B., relative to his military operations in Kaffraria ... and to his measures for the future maintenance of peace on that frontier, etc. [With maps.]",,London,monographic,lsidyv3c6dd420,1,000635054,000635054_01_text.json,opera,Music
1832.0,T. & W. Boone,"Attila, a tragedy; and other poems",,London,monographic,lsidyv35e8c627,1,000638231,000638231_01_text.json,tragedy,Drama
1897.0,W. & R. Chambers,Chambers's Recitation Book for infant schools and classes,,London & Edinburgh,monographic,lsidyv35c57866,1,000655436,000655436_01_text.json,recitation,Drama
1886.0,,"The Child's Book of Poetry. A selection of poems, ballads and hymns",,R.T.S. London,monographic,lsidyv35c51628,1,000684785,000684785_01_text.json,poet,Poetry
1868.0,M. Field,"A Twenty Years' Review. A sermon preached in Sion Chapel, Bradford ... August 16th, 1868; with the hymns sung at the service, etc",,Bradford,monographic,lsidyv35fea7fd,1,000692135,000692135_01_text.json,hymn,Music
1853.0,The Author,"Sea Nile, the Desert and Nigritia: travels in company with Captain Peel, R.N., 1851-1852 ... With thirteen Arabic songs, as sung by the Egyptian sailors ... translated, etc. [With musical notes.]",,London,monographic,lsidyv3c5905fd,1,000701778,000701778_01_text.json,song,Music
1861.0,H. P. Clark,"Clark's Guide and History of Rye, to which is added its political history, interspersed with many pleasing & interesting incidents",,Rye,monographic,lsidyv34ee4acb,1,000712067,000712067_01_text.json,story,Prose
1888.0,G. P. Putnam's Sons,Robert Emmet. A tragedy of Irish history. [A play. With a portrait.],,New York & London,monographic,lsidyv35e8db2b,1,000715387,000715387_01_text.json,tragedy,Drama
1892.0,Hutchinson & Co.,The Thousand Best Songs in the World. Selected and arranged by E. W. Cole,,London; Cole's Book Arcade,monographic,lsidyv35c52c3d,1,000739876,000739876_01_text.json,song,Music
1829.0,John Cole,"Bibliotheca Coleiana: a catalogue of the collection of books, the private property of John Cole. [By J. Cole.]",,Scarborough,monographic,lsidyv393cfa4a,1,000740451,000740451_01_text.json,opera,Music
1822.0,John Cole,"Graphic and Historical Sketches of Scarborough, displayed in six views, finely executed on wood, from original drawings by Mr. Baynes, Jun. With descriptive notices",,Scarborough,monographic,lsidyv3c4697d0,1,000740458,000740458_01_text.json,play,Drama
1885.0,J. Cornish & Sons,Celtic Irish Songs and Song-Writers. A selection. With an introduction and memoirs,,London,monographic,lsidyv35c4e2f1,1,000747484,000747484_01_text.json,song,Music
1879.0,Chatto & Windus,"The Haunted Hotel. A mystery of modern Venice. To which is added, My Lady's Money ... With six illustrations by Arthur Hopkins",,London,monographic,lsidyv3538afae,2,000748885,000748885_01_text.json,ode,Poetry
1885.0,W. Walker & Sons,"Ilkley, Ancient and Modern ... Eighty illustrations",,Otley,monographic,lsidyv3c31f4f8,1,000749886,000749886_01_text.json,ode,Poetry
,,[Four poems.],,,monographic,lsidyv38647576,1,000754106,000754106_01_text.json,song,Music
1822.0,William Phillips,"Outlines of the Geology of England and Wales, with an introductory compendium of the general principles of that science, and comparative views of the structure of foreign countries. Illustrated by a coloured map and sections ... Part I",,London,monographic,lsidyv3c5b3e41,1,000771666,000771666_01_text.json,lines,Poetry
1892.0,Percival & Co.,Old Touraine. The life and history of the famous châteaux of France,,London,monographic,lsidyv3bbaf7a9,2,000773254,000773254_01_text.json,story,Prose
1731.0,J. Roberts,"The Triumphs of Love and Honour, a play ... [In verse.] To which are added, Considerations on the Stage, and on the advantages which arise to a nation from the encouragement of arts",,London,monographic,lsidyv36cfe58c,1,000774823,000774823_01_text.json,play,Drama
1842.0,Warwick & Co.,"Annals of Cambridge. [vol. 5, containing the annals for 1850-1856, additions and corrections for vol. 1-4 and a general index, edited by J. W. Cooper.]",,Cambridge,monographic,lsidyv3c1670b0,4,000776665,000776665_01_text.json,opera,Music
1882.0,The Mortgage & Agency Co. of Australasia,"Our New Colony, Fiji, its history, progress and resources. Edited by H. S. Cooper",,London,monographic,lsidyv3083a1f2,1,000777232,000777232_01_text.json,opera,Music
1802.0,Printed for the Author; sold by G. Kearsley,"History of the Union of the Kingdoms of Great-Britain and Ireland: with an introductory survey of Hibernian affairs, traced from the times of Celtic colonisation",,London,monographic,lsidyv370fb881,1,000779108,000779108_01_text.json,story,Prose
1885.0,Dean & Son,"The History of Greece: from the earliest period to the Roman conquest. With a sketch of its modern history to the present time. Adapted for schools and the youth of both sexes ... New edition, twenty-ninth thousand, enlarged and improved, etc",,London,monographic,lsidyv376dd388,1,000788104,000788104_01_text.json,ode,Poetry
1857.0,Chapman & Hall,"Dramatic Scenes. With other poems, now first printed ... Illustrated",,London,monographic,lsidyv36c49b8c,1,000789156,000789156_01_text.json,play,Drama
1886.0,Warren Hall & Lovitt,Jacques Artevelte ... [A play.] Edited by E. Ratcliffe Cousins,,London],monographic,lsidyv35e8b519,1,000802657,000802657_01_text.json,play,Drama
1819.0,John Murray,Tales of the Hall,,London,monographic,lsidyv383292b7,1,000809128,000809128_01_text.json,tale,Prose
1830.0,John Johnstone,"A Description of Craufurd Priory, the property of Lady Mary Lindsay Craufurd, only surviving child of George, Earl of Craufurd and Earl Lindsay. [With plates.]",,Edinburgh,monographic,lsidyv2afc3e7d,1,000813771,000813771_01_text.json,opera,Music
1808.0,Printed for the Author,"An Authentic Narrative of the Proceedings of the Expedition under the Command of Brigadier-Gen. Craufurd; until its arrival at Monte-Video; with an account of the operations against Buenos Ayres under the command of Lieut.-Gen. Whitelocke. By an Officer of the Expedition [i.e. John Whitelocke]. [With plates, including maps.]",,London,monographic,lsidyv2b0d07af,1,000813835,000813835_01_text.json,opera,Music
1822.0,James Smith,"Creation: a poem. By the author of “Primum mobile,” &c",,Liverpool,monographic,lsidyv35e170a6,1,000815824,000815824_01_text.json,poet,Poetry
1854.0,Richard Bentley,History of the Reigns of Louis XVIII. and Charles X,,London,monographic,lsidyv374bc208,2,000827537,000827537_01_text.json,story,Prose
1778.0,Edward & Charles Dilly,"The Battle of Hastings, a tragedy, etc",,London,monographic,lsidyv36799f50,1,000835040,000835040_01_text.json,tragedy,Drama
1794.0,C. Dilly,"The Jew: a comedy, etc",,London,monographic,lsidyv3679a7a8,1,000835116,000835116_01_text.json,comedy,Drama
1817.0,G. Walker,"Remarks on the Theatre, occasioned by the awful death of Mr. Cummins, which took place at the play-house, in Leeds, on the evening of the 20th of June",,Leeds,monographic,lsidyv3c3d0a9c,1,000836054,000836054_01_text.json,play,Drama
1678.0,John Smith,"Psyche debauch'd, a comedy, as it was acted at the Theatre-Royal. By T. D. [i.e. Thomas Duffett.]",,London,monographic,lsidyv33531202,1,000849202,000849202_01_text.json,comedy,Drama
1825.0,J. M. Richardson,[The widow of the city of Naïn; and other poems ... Second edition.],Eighth edition.,London,monographic,lsidyv35c62a4b,1,000853839,000853839_01_text.json,poet,Poetry
1877.0,John Wiley & Sons,"A Text-Book of Mineralogy. With an extended treatise on crystallography and physical mineralogy. By E. S. Dana ... on the plan and with the co-operation of Professor James D. Dana, etc",,New York,monographic,lsidyv3cdc032d,1,000857971,000857971_01_text.json,opera,Music
1821.0,T. H. Palmer,"Memoir of the Geography, and Natural and Civil History of Florida, attended by a map ... and an appendix, containing the treaty of cession, and other papers relative to the subject",,Philadelphia,monographic,lsidyv3083ffc0,1,000865148,000865148_01_text.json,story,Prose
1804.0,T. & J. Swords,"[The Temple of Nature; or, the Origin of society: a poem, with philosophical notes. [With plates, including a portrait.]]",[Another edition.],New-York,monographic,lsidyv35c632cb,1,000868225,000868225_01_text.json,poet,Poetry
1877.0,H. W. Williams,"A History of West Gower, Glamorganshire. (pt. 2. Historical Notices of the Parishes of Llanmadoc and Cheriton, etc.-pt. 3. Historical Notices of the Parishes of Llangenydd and Rhosili, etc.-pt. 4. Historical Notices of the Parishes of Penrice, Oxwich and Nicholaston, etc.)",,Swansea,monographic,lsidyv3c300a3e,2,000876584,000876584_01_text.json,story,Prose
1882.0,"Simpkin, Marshall & Co.","History of Skipton ... With illustrations, etc",,London,monographic,lsidyv3c1faf51,1,000883563,000883563_01_text.json,story,Prose
1894.0,Cassell & Co.,A Toy Tragedy,,London,monographic,lsidyv38dfa0d8,1,000897980,000897980_01_text.json,tragedy,Drama
1813.0,Denio & Phelps,[A Geographical and Statistical View of Massachusetts proper.],,Greenfield,monographic,lsidyv3bb242f9,1,000933693,000933693_01_text.json,opera,Music
1864.0,Harrison & Sons,Quagmire ahead: by Truthful Diggins. [In verse.],,London,monographic,lsidyv38bacce5,1,000938720,000938720_01_text.json,verse,Poetry
1879.0,W. Dobson,The story of our Town Hall,,Preston,monographic,lsidyv2c25dfc1,1,000956475,000956475_01_text.json,story,Prose
1805.0,,Statistical account of the United States of America. Translated from the French by W. Playfair: with an addition on the trade to America,,London,monographic,lsidyv36cd36d9,1,000966203,000966203_01_text.json,play,Drama
1896.0,Macmillan and Co.,"English Historical Plays ... Arranged for acting as well as for reading, by T. Donovan",,London,monographic,lsidyv349777c4,2,000967261,000967261_01_text.json,play,Drama
1875.0,,Modern Jerusalem. By the late C. F. T. D. With a memoir,,London,monographic,lsidyv3c721491,1,000979338,000979338_01_text.json,ode,Poetry
1775.0,,"The Drama, a poem. [By H. Downman.]",,London,monographic,lsidyv2c29f677,1,000979830,000979830_01_text.json,play,Drama
1885.0,Cumberland Presbyterian Publishing House,"Cosmos. [A play in three acts, and in verse.] By Drogheda. L.P. Few MS. notes",,"Nashville, Tenn",monographic,lsidyv35e8633d,1,000984613,000984613_01_text.json,play,Drama
1822.0,,"[Twenty-four views displaying the beauties of Yarmouth and its environs, extending from Caister Castle to Lowestoft light-house ... by J. Lambert ... With a concise description ... and an historical notice of Yarmouth by J. H. D.]","[Another edition.] Graphic illustrations of Great Yarmouth and its environs, ... [24 plates] engraved ... by J. Lambert ... With a descriptive index by J. H. D.",Yarmouth,monographic,lsidyv3c0f3758,1,000985849,000985849_01_text.json,play,Drama
